Case ID,Activity,Resource,Start Timestamp,Complete Timestamp
82904,Traer informacion estudiante - banner,8213,2016-02-05 12:13:49,2016-02-05 12:13:49
82904,Radicar Solicitud Homologacion,8213,2016-02-05 12:13:50,2016-02-05 12:13:50
82904,Validar solicitud,1707,2016-02-05 12:20:09,2016-02-05 12:52:09
82903,Cancelar Solicitud,8213,2016-02-05 12:21:25,2016-02-05 13:05:25
82903,Validar solicitud,1707,2016-02-05 12:21:25,2016-02-05 12:53:25
82507,End,End,2016-02-05 12:23:54,2016-02-05 12:23:54
82906,Start,Start,2016-02-05 12:24:25,2016-02-05 12:24:25
82906,Traer informacion estudiante - banner,1910,2016-02-05 12:24:25,2016-02-05 12:24:25
82906,Radicar Solicitud Homologacion,1910,2016-02-05 12:24:26,2016-02-05 12:28:26
82301,Recepcion de documentos,26789,2016-02-05 12:25:26,2016-02-06 00:33:26
82301,Homologacion por grupo de cursos,1007,2016-02-05 12:25:27,2016-02-06 00:42:52
82960,Start,Start,2016-02-05 12:30:31,2016-02-05 12:30:31
82960,Traer informacion estudiante - banner,11811,2016-02-05 12:30:31,2016-02-05 12:30:31
82960,Radicar Solicitud Homologacion,11811,2016-02-05 12:30:32,2016-02-05 12:30:32
82960,Cancelar Solicitud,669,2016-02-05 12:37:13,2016-02-05 12:39:49
82301,Validar solicitud,387,2016-02-05 14:20:17,2016-02-05 14:20:17
82652,Homologacion por grupo de cursos,1007,2016-02-05 16:02:57,2016-02-06 00:31:20
82655,Homologacion por grupo de cursos,1343,2016-02-05 16:07:02,2016-02-05 16:40:13
82054,Homologacion por grupo de cursos,1343,2016-02-05 16:17:06,2016-02-05 16:50:08
81851,Notificacion estudiante cancelacion soli,22475,2016-02-05 16:31:27,2016-02-05 16:31:27
81851,End,End,2016-02-05 16:31:27,2016-02-05 16:31:27
82960,Notificacion estudiante cancelacion soli,669,2016-02-05 16:36:38,2016-02-05 16:36:38
82960,End,End,2016-02-05 16:36:38,2016-02-05 16:36:38
82655,End,End,2016-02-05 16:40:13,2016-02-05 16:40:13
82054,End,End,2016-02-05 16:50:08,2016-02-05 16:50:08
82909,Start,Start,2016-02-05 17:42:58,2016-02-05 17:42:58
82909,Traer informacion estudiante - banner,12836,2016-02-05 17:42:58,2016-02-05 17:42:58
82909,Radicar Solicitud Homologacion,12836,2016-02-05 17:42:59,2016-02-05 17:43:09
82909,Cancelar Solicitud,19019,2016-02-05 17:53:54,2016-02-05 18:10:00
82910,Traer informacion estudiante - banner,12836,2016-02-05 17:54:28,2016-02-05 17:54:28
82910,Start,Start,2016-02-05 17:54:28,2016-02-05 17:54:28
82910,Radicar Solicitud Homologacion,12836,2016-02-05 17:54:29,2016-02-05 17:54:34
82910,Validar solicitud,1707,2016-02-05 18:00:11,2016-02-05 18:28:11
83051,Traer informacion estudiante - banner,10962,2016-02-05 20:14:46,2016-02-05 20:14:46
83051,Start,Start,2016-02-05 20:14:46,2016-02-05 20:14:46
83051,Radicar Solicitud Homologacion,10962,2016-02-05 20:14:49,2016-02-05 20:14:49
83053,Start,Start,2016-02-05 20:34:43,2016-02-05 20:34:43
83053,Traer informacion estudiante - banner,6639,2016-02-05 20:34:43,2016-02-05 20:34:43
83053,Radicar Solicitud Homologacion,6639,2016-02-05 20:34:44,2016-02-05 20:34:44
83053,Validar solicitud,22475,2016-02-05 20:52:44,2016-02-05 20:52:44
82652,End,End,2016-02-06 00:31:20,2016-02-06 00:31:20
82301,End,End,2016-02-06 00:42:52,2016-02-06 00:42:52
83201,Traer informacion estudiante - banner,11583,2016-02-06 05:48:18,2016-02-06 05:48:18
83201,Start,Start,2016-02-06 05:48:18,2016-02-06 05:48:18
83201,Radicar Solicitud Homologacion,11583,2016-02-06 05:48:26,2016-02-06 06:26:12
83252,Start,Start,2016-02-06 09:08:27,2016-02-06 09:08:27
83252,Cancelar Solicitud,19019,2016-02-06 09:08:27,2016-02-06 09:08:27
82906,Validar solicitud,387,2016-02-06 09:25:06,2016-02-06 10:09:57
83051,Cancelar Solicitud,716,2016-02-06 10:01:21,2016-02-06 12:49:21
83251,Start,Start,2016-02-06 10:29:53,2016-02-06 10:29:53
83251,Validar solicitud,716,2016-02-06 10:29:53,2016-02-06 12:09:21
83251,Traer informacion estudiante - banner,7770,2016-02-06 10:48:54,2016-02-06 10:48:54
83251,Radicar Solicitud Homologacion,7770,2016-02-06 10:49:00,2016-02-06 10:49:00
83252,Traer informacion estudiante - banner,11204,2016-02-06 11:12:15,2016-02-06 11:12:15
83252,Radicar Solicitud Homologacion,11204,2016-02-06 11:12:18,2016-02-06 11:12:18
83601,Traer informacion estudiante - banner,12814,2016-02-07 08:53:43,2016-02-07 08:53:43
83601,Start,Start,2016-02-07 08:53:43,2016-02-07 08:53:43
83601,Radicar Solicitud Homologacion,12814,2016-02-07 08:53:50,2016-02-07 08:53:50
83601,Validar solicitud,6694,2016-02-07 09:18:45,2016-02-07 09:18:45
83651,Traer informacion estudiante - banner,9519,2016-02-07 10:00:59,2016-02-07 10:00:59
83651,Start,Start,2016-02-07 10:00:59,2016-02-07 10:00:59
83651,Radicar Solicitud Homologacion,9519,2016-02-07 10:01:06,2016-02-07 10:01:06
83651,Cancelar Solicitud,677,2016-02-07 14:38:26,2016-02-07 14:39:21
83852,Start,Start,2016-02-07 15:18:22,2016-02-07 15:18:22
83852,Traer informacion estudiante - banner,5292,2016-02-07 15:18:22,2016-02-07 15:18:22
83852,Radicar Solicitud Homologacion,5292,2016-02-07 15:18:25,2016-02-07 15:42:25
83853,Traer informacion estudiante - banner,5396,2016-02-07 15:57:26,2016-02-07 15:57:26
83853,Start,Start,2016-02-07 15:57:26,2016-02-07 15:57:26
83853,Radicar Solicitud Homologacion,5396,2016-02-07 15:57:30,2016-02-07 16:21:30
83753,Traer informacion estudiante - banner,9298,2016-02-07 16:54:40,2016-02-07 16:54:40
83753,Start,Start,2016-02-07 16:54:40,2016-02-07 16:54:40
83753,Radicar Solicitud Homologacion,9298,2016-02-07 16:54:43,2016-02-07 16:54:43
83753,Cancelar Solicitud,7297,2016-02-07 17:37:04,2016-02-07 18:41:09
83902,Traer informacion estudiante - banner,22624,2016-02-07 20:52:19,2016-02-07 20:52:19
83902,Start,Start,2016-02-07 20:52:19,2016-02-07 20:52:19
83902,Radicar Solicitud Homologacion,22624,2016-02-07 20:52:21,2016-02-07 20:52:21
83902,Cancelar Solicitud,22624,2016-02-07 21:42:40,2016-02-07 21:42:40
83903,Traer informacion estudiante - banner,22624,2016-02-07 21:49:25,2016-02-07 21:49:25
83903,Start,Start,2016-02-07 21:49:25,2016-02-07 21:49:25
83903,Radicar Solicitud Homologacion,22624,2016-02-07 21:49:29,2016-02-07 21:49:29
83903,Validar solicitud,716,2016-02-07 21:59:46,2016-02-07 23:38:41
83902,Notificacion estudiante cancelacion soli,22624,2016-02-07 22:02:18,2016-02-07 22:02:18
83902,End,End,2016-02-07 22:02:18,2016-02-07 22:02:18
83601,Homologacion por grupo de cursos,6971,2016-02-08 05:08:36,2016-02-08 05:56:36
83601,End,End,2016-02-08 05:56:36,2016-02-08 05:56:36
83053,Homologacion por grupo de cursos,1343,2016-02-08 06:21:59,2016-02-08 06:53:18
83053,End,End,2016-02-08 06:53:18,2016-02-08 06:53:18
83252,Notificacion estudiante cancelacion soli,19019,2016-02-08 07:01:35,2016-02-08 07:01:35
83252,End,End,2016-02-08 07:01:35,2016-02-08 07:01:35
84001,Traer informacion estudiante - banner,8225,2016-02-08 07:07:49,2016-02-08 07:07:49
84001,Start,Start,2016-02-08 07:07:49,2016-02-08 07:07:49
84001,Radicar Solicitud Homologacion,8225,2016-02-08 07:07:57,2016-02-08 07:15:57
81301,End,End,2016-02-08 07:22:23,2016-02-08 07:22:23
81301,Notificacion estudiante cancelacion soli,669,2016-02-08 07:22:23,2016-02-08 07:22:23
82506,Homologacion por grupo de cursos,3445,2016-02-08 07:36:31,2016-02-08 09:24:31
82952,End,End,2016-02-08 07:52:36,2016-02-08 07:52:36
82952,Notificacion estudiante cancelacion soli,677,2016-02-08 07:52:36,2016-02-08 07:52:36
84103,Start,Start,2016-02-08 07:59:51,2016-02-08 07:59:51
84103,Traer informacion estudiante - banner,2150,2016-02-08 07:59:51,2016-02-08 07:59:51
84103,Radicar Solicitud Homologacion,2150,2016-02-08 07:59:52,2016-02-08 08:00:01
84105,Start,Start,2016-02-08 08:08:01,2016-02-08 08:08:01
84105,Traer informacion estudiante - banner,3729,2016-02-08 08:08:01,2016-02-08 08:08:01
84105,Radicar Solicitud Homologacion,3729,2016-02-08 08:08:02,2016-02-08 08:08:04
84103,Cancelar Solicitud,22475,2016-02-08 08:09:07,2016-02-08 08:12:57
84105,Cancelar Solicitud,22475,2016-02-08 08:10:52,2016-02-08 08:14:41
83651,Notificacion estudiante cancelacion soli,677,2016-02-08 08:55:59,2016-02-08 08:55:59
83651,End,End,2016-02-08 08:55:59,2016-02-08 08:55:59
84051,Homologacion por grupo de cursos,3445,2016-02-08 08:59:47,2016-02-08 12:42:47
84051,Start,Start,2016-02-08 08:59:47,2016-02-08 08:59:47
82506,End,End,2016-02-08 09:24:31,2016-02-08 09:24:31
84051,Traer informacion estudiante - banner,1792,2016-02-08 09:47:09,2016-02-08 09:47:09
84051,Radicar Solicitud Homologacion,1792,2016-02-08 09:47:15,2016-02-08 09:48:38
84051,Validar solicitud,677,2016-02-08 11:10:59,2016-02-08 11:10:59
84051,End,End,2016-02-08 12:42:47,2016-02-08 12:42:47
84352,Start,Start,2016-02-08 13:28:30,2016-02-08 13:28:30
84352,Radicar Solicitud Homologacion,24519,2016-02-08 13:28:30,2016-02-08 13:29:01
84352,Traer informacion estudiante - banner,24519,2016-02-08 13:28:30,2016-02-08 13:28:30
84105,End,End,2016-02-08 13:33:44,2016-02-08 13:33:44
84105,Notificacion estudiante cancelacion soli,22475,2016-02-08 13:33:44,2016-02-08 13:33:44
84103,Notificacion estudiante cancelacion soli,22475,2016-02-08 13:36:10,2016-02-08 13:36:10
84103,End,End,2016-02-08 13:36:10,2016-02-08 13:36:10
84252,Traer informacion estudiante - banner,8819,2016-02-08 14:03:48,2016-02-08 14:03:48
84252,Start,Start,2016-02-08 14:03:48,2016-02-08 14:03:48
84252,Radicar Solicitud Homologacion,8819,2016-02-08 14:03:49,2016-02-08 14:03:54
84252,Cancelar Solicitud,8819,2016-02-08 14:09:11,2016-02-08 14:17:49
84352,Cancelar Solicitud,559,2016-02-08 14:31:36,2016-02-08 18:39:45
84001,Validar solicitud,19019,2016-02-08 18:34:14,2016-02-08 18:34:55
81951,Cancelar Solicitud,8443,2016-02-08 20:52:53,2016-02-08 22:18:13
84451,Start,Start,2016-02-09 07:42:53,2016-02-09 07:42:53
84451,Homologacion por grupo de cursos,3445,2016-02-09 07:42:53,2016-02-09 11:18:53
84452,Homologacion por grupo de cursos,3445,2016-02-09 07:44:35,2016-02-09 07:44:35
84452,Start,Start,2016-02-09 07:44:35,2016-02-09 07:44:35
84502,Start,Start,2016-02-09 08:12:38,2016-02-09 08:12:38
84502,Traer informacion estudiante - banner,4701,2016-02-09 08:12:38,2016-02-09 08:12:38
84502,Radicar Solicitud Homologacion,4701,2016-02-09 08:12:39,2016-02-09 08:13:31
84001,Homologacion por grupo de cursos,1007,2016-02-09 08:41:23,2016-02-09 12:31:02
84502,Validar solicitud,19019,2016-02-09 09:05:02,2016-02-09 09:07:56
84505,Start,Start,2016-02-09 09:07:30,2016-02-09 09:07:30
84505,Traer informacion estudiante - banner,9531,2016-02-09 09:07:30,2016-02-09 09:07:30
84505,Radicar Solicitud Homologacion,9531,2016-02-09 09:07:32,2016-02-09 09:07:46
84505,Cancelar Solicitud,18929,2016-02-09 09:22:31,2016-02-09 11:22:24
84505,Validar solicitud,18929,2016-02-09 09:22:31,2016-02-09 10:41:08
84506,Traer informacion estudiante - banner,9531,2016-02-09 09:25:26,2016-02-09 09:25:26
84506,Start,Start,2016-02-09 09:25:26,2016-02-09 09:25:26
84506,Radicar Solicitud Homologacion,9531,2016-02-09 09:25:30,2016-02-09 09:25:37
84506,Validar solicitud,18929,2016-02-09 09:33:22,2016-02-09 10:51:48
84506,Cancelar Solicitud,18929,2016-02-09 09:33:23,2016-02-09 11:33:07
84451,Traer informacion estudiante - banner,4708,2016-02-09 10:16:47,2016-02-09 10:16:47
84451,Radicar Solicitud Homologacion,4708,2016-02-09 10:16:54,2016-02-09 10:17:05
84451,Validar solicitud,677,2016-02-09 10:28:00,2016-02-09 10:28:00
84452,Traer informacion estudiante - banner,4708,2016-02-09 10:30:10,2016-02-09 10:30:10
84452,Radicar Solicitud Homologacion,4708,2016-02-09 10:30:13,2016-02-09 10:30:16
84452,End,End,2016-02-09 10:33:49,2016-02-09 10:33:49
84452,Validar solicitud,677,2016-02-09 10:33:49,2016-02-09 10:33:49
84454,Start,Start,2016-02-09 11:03:15,2016-02-09 11:03:15
84454,Traer informacion estudiante - banner,8797,2016-02-09 11:03:15,2016-02-09 11:03:15
84454,Radicar Solicitud Homologacion,8797,2016-02-09 11:03:18,2016-02-09 11:03:41
84451,End,End,2016-02-09 11:18:53,2016-02-09 11:18:53
82102,Homologacion por grupo de cursos,7394,2016-02-09 11:23:47,2016-02-09 12:52:30
84454,Cancelar Solicitud,241,2016-02-09 11:26:29,2016-02-09 12:15:02
82701,Validar solicitud,7080,2016-02-09 11:34:53,2016-02-09 12:07:18
82701,Cancelar Solicitud,7080,2016-02-09 11:34:54,2016-02-09 12:16:56
84456,Start,Start,2016-02-09 11:48:42,2016-02-09 11:48:42
84456,Traer informacion estudiante - banner,3917,2016-02-09 11:48:42,2016-02-09 11:48:42
84456,Radicar Solicitud Homologacion,3917,2016-02-09 11:48:44,2016-02-09 11:48:47
84456,Validar solicitud,19019,2016-02-09 11:52:31,2016-02-09 11:52:38
84001,End,End,2016-02-09 12:31:02,2016-02-09 12:31:02
84552,Traer informacion estudiante - banner,2144,2016-02-09 12:31:58,2016-02-09 12:31:58
84552,Start,Start,2016-02-09 12:31:58,2016-02-09 12:31:58
84552,Radicar Solicitud Homologacion,2144,2016-02-09 12:32:03,2016-02-09 12:32:03
84553,Traer informacion estudiante - banner,5151,2016-02-09 12:33:52,2016-02-09 12:33:52
