Case ID,Activity,Resource,Start Timestamp,Complete Timestamp
7,Analyze Request for Quotation,Karel de Groot,2011-01-02 17:22:00,2011-01-02 17:47:00
9,Analyze Request for Quotation,Magdalena Predutta,2011-01-02 17:27:00,2011-01-02 17:51:00
15,Create Purchase Requisition,Clement Duchot,2011-01-02 18:07:00,2011-01-02 18:24:00
15,Start,Start,2011-01-02 18:07:00,2011-01-02 18:07:00
13,Analyze Request for Quotation,Magdalena Predutta,2011-01-02 18:29:00,2011-01-02 19:01:00
7,Amend Request for Quotation,Nico Ojenbeer,2011-01-02 18:36:00,2011-01-02 18:50:00
9,Amend Request for Quotation,Fjodor Kowalski,2011-01-02 18:46:00,2011-01-02 18:57:00
5,Send Request for Quotation to Supplier,Karel de Groot,2011-01-02 18:49:00,2011-01-02 19:21:00
4,Settle Conditions With Supplier,Magdalena Predutta,2011-01-02 19:13:00,2011-01-03 07:45:00
16,Create Purchase Requisition,Esmana Liubiata,2011-01-02 19:25:00,2011-01-02 20:14:00
16,Start,Start,2011-01-02 19:25:00,2011-01-02 19:25:00
17,Start,Start,2011-01-02 19:32:00,2011-01-02 19:32:00
17,Create Purchase Requisition,Anne Olwada,2011-01-02 19:32:00,2011-01-02 20:17:00
5,Create Quotation comparison Map,Karel de Groot,2011-01-02 19:36:00,2011-01-02 20:14:00
18,Create Purchase Requisition,Tesca Lobes,2011-01-02 19:36:00,2011-01-02 19:52:00
18,Start,Start,2011-01-02 19:36:00,2011-01-02 19:36:00
13,Amend Request for Quotation,Christian Francois,2011-01-02 19:51:00,2011-01-02 19:57:00
7,Analyze Request for Quotation,Karel de Groot,2011-01-02 20:14:00,2011-01-02 20:28:00
2,Confirm Purchase Order,Esmeralda Clay,2011-01-02 20:23:00,2011-01-02 20:29:00
9,Analyze Request for Quotation,Karel de Groot,2011-01-02 20:28:00,2011-01-02 20:45:00
19,Create Purchase Requisition,Penn Osterwalder,2011-01-02 20:47:00,2011-01-02 21:36:00
19,Start,Start,2011-01-02 20:47:00,2011-01-02 20:47:00
1,Deliver Goods Services,Sean Manney,2011-01-02 20:49:00,2011-01-03 03:37:00
16,Create Request for Quotation,Immanuel Karagianni,2011-01-02 20:56:00,2011-01-02 21:05:00
13,Analyze Request for Quotation,Francois de Perrier,2011-01-02 21:04:00,2011-01-02 21:35:00
20,Start,Start,2011-01-02 21:13:00,2011-01-02 21:13:00
20,Create Purchase Requisition,Anne Olwada,2011-01-02 21:13:00,2011-01-02 21:30:00
21,Start,Start,2011-01-02 21:17:00,2011-01-02 21:17:00
21,Create Purchase Requisition,Miu Hanwan,2011-01-02 21:17:00,2011-01-02 22:13:00
9,Amend Request for Quotation,Elvira Lores,2011-01-02 21:43:00,2011-01-02 21:49:00
6,Analyze Quotation Comparison Map,Penn Osterwalder,2011-01-02 21:44:00,2011-01-02 22:01:00
16,Analyze Request for Quotation,Karel de Groot,2011-01-02 21:53:00,2011-01-02 22:13:00
6,Choose best option,Tesca Lobes,2011-01-02 22:01:00,2011-01-02 22:01:00
8,Analyze Quotation Comparison Map,Anne Olwada,2011-01-02 22:08:00,2011-01-02 22:14:00
8,Choose best option,Immanuel Karagianni,2011-01-02 22:14:00,2011-01-02 22:14:00
13,Amend Request for Quotation,Anne Olwada,2011-01-02 22:23:00,2011-01-02 22:32:00
22,Start,Start,2011-01-02 22:38:00,2011-01-02 22:38:00
22,Create Purchase Requisition,Elvira Lores,2011-01-02 22:38:00,2011-01-02 23:05:00
9,Analyze Request for Quotation,Francois de Perrier,2011-01-02 22:54:00,2011-01-02 23:26:00
23,Start,Start,2011-01-02 22:54:00,2011-01-02 22:54:00
23,Create Purchase Requisition,Penn Osterwalder,2011-01-02 22:54:00,2011-01-02 23:41:00
16,Amend Request for Quotation,Kim Passa,2011-01-02 23:05:00,2011-01-02 23:11:00
13,Analyze Request for Quotation,Francois de Perrier,2011-01-02 23:27:00,2011-01-02 23:46:00
12,Analyze Purchase Requisition,Francis Odell,2011-01-02 23:35:00,2011-01-02 23:41:00
16,Analyze Request for Quotation,Francois de Perrier,2011-01-03 00:00:00,2011-01-03 00:23:00
11,Analyze Purchase Requisition,Francis Odell,2011-01-03 00:06:00,2011-01-03 00:12:00
9,Amend Request for Quotation,Esmana Liubiata,2011-01-03 00:14:00,2011-01-03 00:25:00
7,Send Request for Quotation to Supplier,Karel de Groot,2011-01-03 00:17:00,2011-01-03 00:40:00
11,Create Request for Quotation,Francis Odell,2011-01-03 00:20:00,2011-01-03 00:22:00
6,Settle Conditions With Supplier,Francois de Perrier,2011-01-03 00:25:00,2011-01-03 13:16:00
15,Create Request for Quotation,Christian Francois,2011-01-03 00:35:00,2011-01-03 00:48:00
8,Settle Conditions With Supplier,Karel de Groot,2011-01-03 00:40:00,2011-01-03 12:50:00
2,Deliver Goods Services,Esmeralda Clay,2011-01-03 03:15:00,2011-01-04 14:53:00
3,Analyze Quotation Comparison Map,Clement Duchot,2011-01-03 03:18:00,2011-01-03 03:47:00
24,Create Purchase Requisition,Miu Hanwan,2011-01-03 03:18:00,2011-01-03 03:34:00
5,Analyze Quotation Comparison Map,Anne Olwada,2011-01-03 03:18:00,2011-01-03 03:30:00
24,Start,Start,2011-01-03 03:18:00,2011-01-03 03:18:00
5,Choose best option,Nico Ojenbeer,2011-01-03 03:30:00,2011-01-03 03:30:00
3,Choose best option,Christian Francois,2011-01-03 03:47:00,2011-01-03 03:47:00
17,Create Request for Quotation,Alberto Duport,2011-01-03 04:02:00,2011-01-03 04:12:00
14,Analyze Purchase Requisition,Maris Freeman,2011-01-03 04:56:00,2011-01-03 05:04:00
14,Create Request for Quotation,Maris Freeman,2011-01-03 05:11:00,2011-01-03 05:14:00
23,Create Request for Quotation,Esmana Liubiata,2011-01-03 05:49:00,2011-01-03 05:59:00
24,Create Request for Quotation,Nico Ojenbeer,2011-01-03 06:02:00,2011-01-03 06:09:00
25,Start,Start,2011-01-03 07:19:00,2011-01-03 07:19:00
25,Create Purchase Requisition,Anna Kaufmann,2011-01-03 07:19:00,2011-01-03 08:08:00
9,Analyze Request for Quotation,Magdalena Predutta,2011-01-03 07:45:00,2011-01-03 08:00:00
7,Create Quotation comparison Map,Magdalena Predutta,2011-01-03 08:00:00,2011-01-03 12:08:00
1,Release Purchase Order,Elvira Lores,2011-01-03 11:20:00,2011-01-03 11:21:00
12,Amend Purchase Requisition,Penn Osterwalder,2011-01-03 11:31:00,2011-01-03 11:57:00
4,Create Purchase Order,Magdalena Predutta,2011-01-03 12:08:00,2011-01-03 12:17:00
14,Analyze Request for Quotation,Magdalena Predutta,2011-01-03 12:17:00,2011-01-03 12:52:00
10,Send Request for Quotation to Supplier,Karel de Groot,2011-01-03 12:50:00,2011-01-03 13:07:00
23,Analyze Request for Quotation,Magdalena Predutta,2011-01-03 12:52:00,2011-01-03 13:18:00
11,Analyze Request for Quotation,Karel de Groot,2011-01-03 13:07:00,2011-01-03 13:31:00
24,Analyze Request for Quotation,Francois de Perrier,2011-01-03 13:16:00,2011-01-03 13:41:00
5,Settle Conditions With Supplier,Magdalena Predutta,2011-01-03 13:18:00,2011-01-03 19:12:00
10,Create Quotation comparison Map,Karel de Groot,2011-01-03 13:31:00,2011-01-03 14:28:00
17,Analyze Request for Quotation,Francois de Perrier,2011-01-03 13:41:00,2011-01-03 14:02:00
14,Amend Request for Quotation,Christian Francois,2011-01-03 13:45:00,2011-01-03 13:56:00
15,Analyze Request for Quotation,Francois de Perrier,2011-01-03 14:02:00,2011-01-03 14:14:00
23,Amend Request for Quotation,Clement Duchot,2011-01-03 14:05:00,2011-01-03 14:12:00
20,Analyze Purchase Requisition,Francis Odell,2011-01-03 14:14:00,2011-01-03 14:19:00
3,Settle Conditions With Supplier,Francois de Perrier,2011-01-03 14:14:00,2011-01-03 22:16:00
11,Amend Request for Quotation,Nico Ojenbeer,2011-01-03 14:21:00,2011-01-03 14:31:00
20,Create Request for Quotation,Francis Odell,2011-01-03 14:22:00,2011-01-03 14:25:00
14,Analyze Request for Quotation,Karel de Groot,2011-01-03 14:28:00,2011-01-03 14:57:00
17,Amend Request for Quotation,Penn Osterwalder,2011-01-03 14:53:00,2011-01-03 14:58:00
6,Create Purchase Order,Karel de Groot,2011-01-03 14:57:00,2011-01-03 15:07:00
8,Create Purchase Order,Karel de Groot,2011-01-03 15:07:00,2011-01-03 15:19:00
13,Send Request for Quotation to Supplier,Karel de Groot,2011-01-03 15:19:00,2011-01-03 15:54:00
14,Amend Request for Quotation,Tesca Lobes,2011-01-03 15:52:00,2011-01-03 15:59:00
23,Analyze Request for Quotation,Karel de Groot,2011-01-03 15:54:00,2011-01-03 16:19:00
26,Create Purchase Requisition,Tesca Lobes,2011-01-03 16:09:00,2011-01-03 16:51:00
26,Start,Start,2011-01-03 16:09:00,2011-01-03 16:09:00
16,Amend Request for Quotation,Heinz Gutschmidt,2011-01-03 16:12:00,2011-01-03 16:25:00
4,Confirm Purchase Order,Carmen Finacse,2011-01-03 16:13:00,2011-01-03 16:38:00
17,Analyze Request for Quotation,Karel de Groot,2011-01-03 16:19:00,2011-01-03 16:28:00
13,Create Quotation comparison Map,Karel de Groot,2011-01-03 16:28:00,2011-01-03 18:32:00
17,Amend Request for Quotation,Anne Olwada,2011-01-03 17:13:00,2011-01-03 17:27:00
23,Amend Request for Quotation,Miu Hanwan,2011-01-03 17:17:00,2011-01-03 17:31:00
12,Create Request for Quotation,Tesca Lobes,2011-01-03 17:18:00,2011-01-03 17:28:00
27,Start,Start,2011-01-03 17:22:00,2011-01-03 17:22:00
27,Create Purchase Requisition,Alberto Duport,2011-01-03 17:22:00,2011-01-03 18:16:00
22,Analyze Purchase Requisition,Maris Freeman,2011-01-03 17:59:00,2011-01-03 18:04:00
12,Analyze Request for Quotation,Karel de Groot,2011-01-03 18:32:00,2011-01-03 18:36:00
20,Analyze Request for Quotation,Karel de Groot,2011-01-03 18:36:00,2011-01-03 19:09:00
6,Confirm Purchase Order,Karen Clarens,2011-01-03 18:55:00,2011-01-03 19:16:00
8,Confirm Purchase Order,Sean Manney,2011-01-03 19:06:00,2011-01-03 19:31:00
1,Approve Purchase Order for payment,Karel de Groot,2011-01-03 19:09:00,2011-01-03 19:10:00
17,Analyze Request for Quotation,Karel de Groot,2011-01-03 19:10:00,2011-01-03 19:24:00
16,Analyze Request for Quotation,Magdalena Predutta,2011-01-03 19:12:00,2011-01-03 19:45:00
7,Analyze Quotation Comparison Map,Miu Hanwan,2011-01-03 19:19:00,2011-01-03 19:35:00
12,Amend Request for Quotation,Penn Osterwalder,2011-01-03 19:22:00,2011-01-03 19:27:00
11,Analyze Request for Quotation,Karel de Groot,2011-01-03 19:24:00,2011-01-03 19:57:00
7,Choose best option,Immanuel Karagianni,2011-01-03 19:35:00,2011-01-03 19:35:00
23,Analyze Request for Quotation,Magdalena Predutta,2011-01-03 19:45:00,2011-01-03 20:06:00
11,End,End,2011-01-03 19:57:00,2011-01-03 19:57:00
15,Send Request for Quotation to Supplier,Karel de Groot,2011-01-03 19:57:00,2011-01-03 20:12:00
14,Analyze Request for Quotation,Magdalena Predutta,2011-01-03 20:06:00,2011-01-03 20:38:00
20,Amend Request for Quotation,Christian Francois,2011-01-03 20:08:00,2011-01-03 20:21:00
17,Amend Request for Quotation,Anna Kaufmann,2011-01-03 20:17:00,2011-01-03 20:31:00
12,Analyze Request for Quotation,Karel de Groot,2011-01-03 20:24:00,2011-01-03 20:46:00
16,Amend Request for Quotation,Fjodor Kowalski,2011-01-03 20:34:00,2011-01-03 20:44:00
15,Create Quotation comparison Map,Magdalena Predutta,2011-01-03 20:38:00,2011-01-03 22:39:00
18,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-03 20:45:00,2011-01-03 20:49:00
18,Create Request for Quotation,Heinz Gutschmidt,2011-01-03 20:54:00,2011-01-03 20:57:00
5,Create Purchase Order,Karel de Groot,2011-01-03 21:01:00,2011-01-03 21:09:00
21,Analyze Purchase Requisition,Francis Odell,2011-01-03 21:03:00,2011-01-03 21:11:00
21,Create Request for Quotation,Francis Odell,2011-01-03 21:18:00,2011-01-03 21:19:00
20,Analyze Request for Quotation,Karel de Groot,2011-01-03 21:21:00,2011-01-03 21:50:00
14,Amend Request for Quotation,Clement Duchot,2011-01-03 21:26:00,2011-01-03 21:33:00
19,Analyze Purchase Requisition,Francis Odell,2011-01-03 21:35:00,2011-01-03 21:43:00
12,Amend Request for Quotation,Penn Osterwalder,2011-01-03 21:35:00,2011-01-03 21:40:00
10,Analyze Quotation Comparison Map,Anna Kaufmann,2011-01-03 21:44:00,2011-01-03 22:05:00
19,Create Request for Quotation,Maris Freeman,2011-01-03 21:49:00,2011-01-03 21:50:00
16,Analyze Request for Quotation,Karel de Groot,2011-01-03 21:50:00,2011-01-03 22:15:00
10,Choose best option,Nico Ojenbeer,2011-01-03 22:05:00,2011-01-03 22:05:00
18,Analyze Request for Quotation,Karel de Groot,2011-01-03 22:15:00,2011-01-03 22:36:00
17,Analyze Request for Quotation,Francois de Perrier,2011-01-03 22:16:00,2011-01-03 22:36:00
17,End,End,2011-01-03 22:36:00,2011-01-03 22:36:00
21,Analyze Request for Quotation,Francois de Perrier,2011-01-03 22:36:00,2011-01-03 23:00:00
12,Analyze Request for Quotation,Magdalena Predutta,2011-01-03 22:41:00,2011-01-03 22:52:00
14,Analyze Request for Quotation,Karel de Groot,2011-01-03 22:44:00,2011-01-03 23:21:00
20,Amend Request for Quotation,Anne Olwada,2011-01-03 22:45:00,2011-01-03 22:56:00
7,Settle Conditions With Supplier,Magdalena Predutta,2011-01-03 22:52:00,2011-01-04 13:08:00
19,Analyze Request for Quotation,Francois de Perrier,2011-01-03 23:00:00,2011-01-03 23:30:00
4,Deliver Goods Services,Carmen Finacse,2011-01-03 23:05:00,2011-01-05 02:30:00
28,Create Purchase Requisition,Miu Hanwan,2011-01-03 23:31:00,2011-01-03 23:51:00
28,Start,Start,2011-01-03 23:31:00,2011-01-03 23:31:00
12,Amend Request for Quotation,Penn Osterwalder,2011-01-03 23:40:00,2011-01-03 23:54:00
3,Create Purchase Order,Francois de Perrier,2011-01-03 23:51:00,2011-01-03 23:59:00
21,Amend Request for Quotation,Anne Olwada,2011-01-03 23:53:00,2011-01-04 00:01:00
10,Settle Conditions With Supplier,Karel de Groot,2011-01-03 23:53:00,2011-01-04 04:31:00
20,Analyze Request for Quotation,Francois de Perrier,2011-01-03 23:59:00,2011-01-04 00:24:00
9,Amend Request for Quotation,Heinz Gutschmidt,2011-01-04 00:04:00,2011-01-04 00:25:00
12,Analyze Request for Quotation,Francois de Perrier,2011-01-04 00:45:00,2011-01-04 01:35:00
1,Send Invoice,Kiu Kan,2011-01-04 00:54:00,2011-01-04 00:54:00
5,Confirm Purchase Order,Karen Clarens,2011-01-04 01:02:00,2011-01-04 01:24:00
20,Amend Request for Quotation,Esmana Liubiata,2011-01-04 01:08:00,2011-01-04 01:23:00
21,Analyze Request for Quotation,Francois de Perrier,2011-01-04 01:35:00,2011-01-04 02:02:00
13,Analyze Quotation Comparison Map,Clement Duchot,2011-01-04 01:42:00,2011-01-04 02:00:00
13,Choose best option,Nico Ojenbeer,2011-01-04 02:00:00,2011-01-04 02:00:00
9,Analyze Request for Quotation,Francois de Perrier,2011-01-04 02:02:00,2011-01-04 02:23:00
25,Analyze Purchase Requisition,Francis Odell,2011-01-04 02:11:00,2011-01-04 02:15:00
25,Create Request for Quotation,Heinz Gutschmidt,2011-01-04 02:22:00,2011-01-04 02:23:00
29,Start,Start,2011-01-04 02:27:00,2011-01-04 02:27:00
29,Create Purchase Requisition,Penn Osterwalder,2011-01-04 02:27:00,2011-01-04 02:46:00
20,Analyze Request for Quotation,Francois de Perrier,2011-01-04 02:27:00,2011-01-04 02:42:00
21,Amend Request for Quotation,Fjodor Kowalski,2011-01-04 02:49:00,2011-01-04 03:03:00
9,Amend Request for Quotation,Anna Kaufmann,2011-01-04 03:12:00,2011-01-04 03:22:00
25,Analyze Request for Quotation,Francois de Perrier,2011-01-04 03:27:00,2011-01-04 04:02:00
3,Confirm Purchase Order,Karen Clarens,2011-01-04 03:47:00,2011-01-04 04:10:00
13,Settle Conditions With Supplier,Francois de Perrier,2011-01-04 04:02:00,2011-01-04 08:01:00
21,Analyze Request for Quotation,Karel de Groot,2011-01-04 04:31:00,2011-01-04 04:51:00
23,Send Request for Quotation to Supplier,Karel de Groot,2011-01-04 04:51:00,2011-01-04 05:17:00
8,Deliver Goods Services,Sean Manney,2011-01-04 05:00:00,2011-01-05 10:34:00
6,Deliver Goods Services,Karen Clarens,2011-01-04 05:08:00,2011-01-05 03:16:00
19,Send Request for Quotation to Supplier,Karel de Groot,2011-01-04 05:17:00,2011-01-04 05:30:00
15,Analyze Quotation Comparison Map,Tesca Lobes,2011-01-04 05:25:00,2011-01-04 05:32:00
25,Send Request for Quotation to Supplier,Karel de Groot,2011-01-04 05:30:00,2011-01-04 05:51:00
22,Amend Purchase Requisition,Nico Ojenbeer,2011-01-04 05:32:00,2011-01-04 06:04:00
15,Choose best option,Elvira Lores,2011-01-04 05:32:00,2011-01-04 05:32:00
21,Amend Request for Quotation,Elvira Lores,2011-01-04 05:35:00,2011-01-04 05:47:00
24,Amend Request for Quotation,Heinz Gutschmidt,2011-01-04 05:41:00,2011-01-04 05:56:00
9,Analyze Request for Quotation,Karel de Groot,2011-01-04 05:51:00,2011-01-04 05:56:00
9,End,End,2011-01-04 05:56:00,2011-01-04 05:56:00
23,Create Quotation comparison Map,Karel de Groot,2011-01-04 05:56:00,2011-01-04 09:30:00
27,Analyze Purchase Requisition,Francis Odell,2011-01-04 06:27:00,2011-01-04 06:32:00
27,Create Request for Quotation,Maris Freeman,2011-01-04 06:37:00,2011-01-04 06:39:00
14,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-04 08:01:00,2011-01-04 08:18:00
15,Settle Conditions With Supplier,Francois de Perrier,2011-01-04 08:18:00,2011-01-04 16:44:00
26,Analyze Purchase Requisition,Maris Freeman,2011-01-04 08:46:00,2011-01-04 08:54:00
26,Create Request for Quotation,Heinz Gutschmidt,2011-01-04 08:58:00,2011-01-04 09:00:00
5,Deliver Goods Services,Kiu Kan,2011-01-04 09:08:00,2011-01-05 04:37:00
18,Send Request for Quotation to Supplier,Karel de Groot,2011-01-04 09:30:00,2011-01-04 09:44:00
10,Create Purchase Order,Karel de Groot,2011-01-04 09:44:00,2011-01-04 09:52:00
24,Analyze Request for Quotation,Karel de Groot,2011-01-04 09:52:00,2011-01-04 10:11:00
13,Create Purchase Order,Karel de Groot,2011-01-04 10:11:00,2011-01-04 10:23:00
27,Analyze Request for Quotation,Karel de Groot,2011-01-04 10:23:00,2011-01-04 10:51:00
21,Analyze Request for Quotation,Karel de Groot,2011-01-04 10:51:00,2011-01-04 11:12:00
26,Analyze Request for Quotation,Karel de Groot,2011-01-04 11:12:00,2011-01-04 11:26:00
14,Create Quotation comparison Map,Karel de Groot,2011-01-04 11:26:00,2011-01-04 16:43:00
