Case ID,Activity,Resource,Start Timestamp,Complete Timestamp
Case255,Turning Q.C.,ID4618,2012-01-05 13:58:00,2012-01-05 15:13:00
Case215,Turning & Milling,ID0997,2012-01-05 15:22:00,2012-01-05 17:47:00
Case277,Lapping,ID4528,2012-01-05 16:00:00,2012-01-05 16:54:00
Case277,Round Grinding,ID4528,2012-01-05 17:00:00,2012-01-05 18:30:00
Case219,Lapping,ID0998,2012-01-05 17:07:00,2012-01-05 17:35:00
Case201,Turning,ID4219,2012-01-05 17:39:00,2012-01-05 17:42:00
Case277,Round Grinding,ID4528,2012-01-05 18:30:00,2012-01-05 23:45:00
Case210,Turning & Milling,ID4794,2012-01-05 20:22:00,2012-01-06 00:00:00
Case215,Turning & Milling,ID4445,2012-01-05 20:53:00,2012-01-05 22:03:00
Case236,Packing,ID4491,2012-01-06 00:00:00,2012-01-06 01:00:00
Case254,Packing,ID4820,2012-01-06 00:00:00,2012-01-06 01:00:00
Case153,Packing,ID4820,2012-01-06 00:00:00,2012-01-06 01:00:00
Case230,Turning & Milling,ID4794,2012-01-06 00:03:00,2012-01-06 01:14:00
Case230,Start,Start,2012-01-06 00:03:00,2012-01-06 00:03:00
Case236,End,End,2012-01-06 01:00:00,2012-01-06 01:00:00
Case153,End,End,2012-01-06 01:00:00,2012-01-06 01:00:00
Case230,Turning & Milling,ID4794,2012-01-06 01:13:00,2012-01-06 06:39:00
Case210,Turning & Milling Q.C.,ID4618,2012-01-06 06:50:00,2012-01-06 08:27:00
Case201,Turning,ID4219,2012-01-06 06:51:00,2012-01-06 08:00:00
Case154,Flat Grinding,ID3716,2012-01-06 07:00:00,2012-01-06 11:30:00
Case250,Milling,ID4326,2012-01-06 07:00:00,2012-01-06 13:00:00
Case155,Turning,ID0997,2012-01-06 07:11:00,2012-01-06 11:56:00
Case155,Start,Start,2012-01-06 07:11:00,2012-01-06 07:11:00
Case201,Turning,ID4219,2012-01-06 08:01:00,2012-01-06 12:40:00
Case215,Turning & Milling Q.C.,ID4618,2012-01-06 09:45:00,2012-01-06 09:46:00
Case215,Turning & Milling Q.C.,ID4618,2012-01-06 09:47:00,2012-01-06 11:02:00
Case210,Turning & Milling Q.C.,ID4618,2012-01-06 10:04:00,2012-01-06 10:09:00
Case254,Final Inspection Q.C.,ID4618,2012-01-06 10:24:00,2012-01-06 10:25:00
Case254,End,End,2012-01-06 10:25:00,2012-01-06 10:25:00
Case155,Turning & Milling,ID0997,2012-01-06 11:56:00,2012-01-06 12:38:00
Case210,Laser Marking,ID4882,2012-01-06 12:26:00,2012-01-06 12:49:00
Case155,Turning & Milling,ID0997,2012-01-06 12:38:00,2012-01-06 13:53:00
Case201,Turning,ID4219,2012-01-06 12:40:00,2012-01-06 13:08:00
Case233,Turn & Mill. & Screw Assem,ID4641,2012-01-08 03:13:00,2012-01-08 05:58:00
Case233,Turn & Mill. & Screw Assem,ID4641,2012-01-08 05:59:00,2012-01-08 06:36:00
Case201,Turning,ID4219,2012-01-08 06:43:00,2012-01-08 07:54:00
Case250,Milling,ID4326,2012-01-08 06:49:00,2012-01-08 17:59:00
Case277,Round Grinding,ID4528,2012-01-08 06:50:00,2012-01-08 08:30:00
Case154,Final Inspection Q.C.,ID4493,2012-01-08 07:00:00,2012-01-08 10:11:00
Case233,Turning & Milling Q.C.,ID4287,2012-01-08 07:00:00,2012-01-08 08:00:00
Case210,Laser Marking,ID4882,2012-01-08 07:30:00,2012-01-08 07:50:00
Case277,Lapping,ID4528,2012-01-08 08:30:00,2012-01-08 08:40:00
Case203,Start,Start,2012-01-08 09:00:00,2012-01-08 09:00:00
Case203,Turning & Milling Q.C.,ID4618,2012-01-08 09:00:00,2012-01-08 10:43:00
Case233,Turn & Mill. & Screw Assem,ID3846,2012-01-08 09:03:00,2012-01-08 10:34:00
Case277,Round Grinding,ID4528,2012-01-08 09:03:00,2012-01-08 10:00:00
Case155,Turning & Milling,ID0997,2012-01-08 09:08:00,2012-01-08 15:39:00
Case230,Turning & Milling,ID4794,2012-01-08 09:13:00,2012-01-08 12:09:00
Case277,Round Grinding,ID4528,2012-01-08 10:00:00,2012-01-08 17:43:00
Case201,Turning Q.C.,ID4493,2012-01-08 10:12:00,2012-01-08 11:13:00
Case248,Start,Start,2012-01-08 10:35:00,2012-01-08 10:35:00
Case248,Turning & Milling,ID3846,2012-01-08 10:35:00,2012-01-08 15:53:00
Case155,Turning & Milling Q.C.,ID4618,2012-01-08 11:36:00,2012-01-08 11:59:00
Case230,Turning & Milling,ID4794,2012-01-08 12:10:00,2012-01-08 17:49:00
Case230,Turning & Milling Q.C.,ID4618,2012-01-08 12:17:00,2012-01-08 12:28:00
Case233,Turning & Milling Q.C.,ID4287,2012-01-08 12:20:00,2012-01-08 14:01:00
Case203,Laser Marking,ID0998,2012-01-08 12:47:00,2012-01-08 13:37:00
Case201,Turning & Milling Q.C.,ID4493,2012-01-08 13:20:00,2012-01-08 15:30:00
Case215,Laser Marking,ID0998,2012-01-08 13:37:00,2012-01-08 14:20:00
Case246,Final Inspection Q.C.,ID4287,2012-01-08 14:04:00,2012-01-08 15:27:00
Case215,Lapping,ID0998,2012-01-08 14:21:00,2012-01-08 16:48:00
Case210,Grinding Rework,ID4882,2012-01-08 14:39:00,2012-01-08 17:08:00
Case211,Turning & Milling Q.C.,ID4618,2012-01-08 14:44:00,2012-01-08 15:02:00
Case211,Start,Start,2012-01-08 14:44:00,2012-01-08 14:44:00
Case206,Start,Start,2012-01-08 15:02:00,2012-01-08 15:02:00
Case206,Turning & Milling Q.C.,ID4618,2012-01-08 15:02:00,2012-01-08 15:07:00
Case251,Start,Start,2012-01-08 15:04:00,2012-01-08 15:04:00
Case251,Turning & Milling,ID4429,2012-01-08 15:04:00,2012-01-08 16:15:00
Case155,Turning & Milling Q.C.,ID4618,2012-01-08 15:45:00,2012-01-08 17:00:00
Case248,Turning & Milling,ID3846,2012-01-08 15:55:00,2012-01-08 17:46:00
Case238,Turning & Milling Q.C.,ID4618,2012-01-08 16:20:00,2012-01-08 16:52:00
Case210,Lapping,ID4872,2012-01-08 16:23:00,2012-01-08 17:38:00
Case215,Laser Marking,ID0998,2012-01-08 16:49:00,2012-01-08 18:04:00
Case215,Lapping,ID0998,2012-01-08 16:49:00,2012-01-08 18:04:00
Case210,Lapping,ID0998,2012-01-08 16:50:00,2012-01-08 17:51:00
Case219,Round Grinding,ID4355,2012-01-08 18:11:00,2012-01-08 19:03:00
Case211,Laser Marking,ID4355,2012-01-08 19:14:00,2012-01-08 20:05:00
Case230,Turning & Milling,ID4529,2012-01-08 20:00:00,2012-01-09 06:30:00
Case211,Laser Marking,ID4445,2012-01-08 20:06:00,2012-01-08 20:50:00
Case248,Turning & Milling,ID4641,2012-01-08 20:15:00,2012-01-09 01:59:00
Case208,Turning & Milling,ID4641,2012-01-08 22:21:00,2012-01-09 02:19:00
Case200,Start,Start,2012-01-09 00:00:00,2012-01-09 00:00:00
Case211,Lapping,ID4882,2012-01-09 00:00:00,2012-01-09 01:15:00
Case200,Milling,ID0937,2012-01-09 00:00:00,2012-01-09 01:15:00
Case207,Turning & Milling,ID4429,2012-01-09 00:00:00,2012-01-09 01:15:00
Case246,Packing,ID4491,2012-01-09 00:00:00,2012-01-09 01:00:00
Case207,Start,Start,2012-01-09 00:00:00,2012-01-09 00:00:00
Case277,Packing,ID4491,2012-01-09 00:00:00,2012-01-09 01:00:00
Case210,Lapping,ID4882,2012-01-09 00:00:00,2012-01-09 01:15:00
Case207,Turning & Milling,ID4529,2012-01-09 00:30:00,2012-01-09 07:00:00
Case246,End,End,2012-01-09 01:00:00,2012-01-09 01:00:00
Case208,Turning & Milling,ID4641,2012-01-09 02:20:00,2012-01-09 06:55:00
Case253,Turning & Milling,ID4641,2012-01-09 02:21:00,2012-01-09 05:49:00
Case253,Start,Start,2012-01-09 02:21:00,2012-01-09 02:21:00
Case253,Turning & Milling,ID4641,2012-01-09 05:49:00,2012-01-09 06:55:00
Case251,Turning & Milling,ID4932,2012-01-09 06:50:00,2012-01-09 11:28:00
Case277,Round Grinding,ID4528,2012-01-09 06:54:00,2012-01-09 09:06:00
Case230,Turning & Milling,ID4794,2012-01-09 06:59:00,2012-01-09 15:56:00
Case233,Turning Rework,ID4442,2012-01-09 07:00:00,2012-01-09 08:00:00
Case277,Final Inspection Q.C.,ID4493,2012-01-09 07:00:00,2012-01-09 13:29:00
Case230,Turning & Milling Q.C.,ID4618,2012-01-09 07:00:00,2012-01-09 07:15:00
Case233,Turning & Milling Q.C.,ID4287,2012-01-09 07:00:00,2012-01-09 07:37:00
Case265,Turning & Milling,ID0997,2012-01-09 07:04:00,2012-01-09 10:29:00
Case253,Turning & Milling Q.C.,ID4618,2012-01-09 07:04:00,2012-01-09 08:03:00
Case208,Turning & Milling,ID4132,2012-01-09 07:09:00,2012-01-09 15:39:00
Case253,Turning & Milling,ID3846,2012-01-09 07:10:00,2012-01-09 09:46:00
Case210,Lapping,ID0998,2012-01-09 08:12:00,2012-01-09 09:43:00
Case253,Turning & Milling Q.C.,ID4618,2012-01-09 09:05:00,2012-01-09 10:05:00
Case210,Lapping,ID4882,2012-01-09 09:05:00,2012-01-09 09:45:00
Case277,Round Grinding,ID4528,2012-01-09 09:06:00,2012-01-09 10:51:00
Case206,Laser Marking,ID0998,2012-01-09 09:44:00,2012-01-09 09:55:00
Case265,Turning & Milling,ID0997,2012-01-09 09:49:00,2012-01-09 10:49:00
Case206,Lapping,ID0998,2012-01-09 09:56:00,2012-01-09 10:45:00
Case265,Turning & Milling,ID0997,2012-01-09 10:27:00,2012-01-09 11:21:00
Case228,Turning & Milling,ID0997,2012-01-09 10:30:00,2012-01-09 11:30:00
Case233,Laser Marking,ID0998,2012-01-09 10:46:00,2012-01-09 10:50:00
Case233,Flat Grinding,ID0998,2012-01-09 10:51:00,2012-01-09 11:13:00
Case210,Round Grinding,ID4528,2012-01-09 10:57:00,2012-01-09 12:02:00
Case211,Lapping,ID0998,2012-01-09 11:14:00,2012-01-09 17:31:00
Case251,Turning & Milling,ID4932,2012-01-09 11:28:00,2012-01-09 12:56:00
Case228,Turning & Milling,ID0997,2012-01-09 11:30:00,2012-01-09 12:30:00
Case265,Turning & Milling Q.C.,ID4618,2012-01-09 11:35:00,2012-01-09 12:50:00
Case277,Round Grinding,ID4528,2012-01-09 12:03:00,2012-01-09 12:34:00
Case269,Start,Start,2012-01-09 12:30:00,2012-01-09 12:30:00
Case269,Turning & Milling,ID0997,2012-01-09 12:30:00,2012-01-09 17:30:00
Case210,Round Grinding,ID4528,2012-01-09 12:35:00,2012-01-09 16:29:00
Case277,End,End,2012-01-09 13:29:00,2012-01-09 13:29:00
Case228,Turning & Milling Q.C.,ID4618,2012-01-09 14:29:00,2012-01-09 15:44:00
Case250,Laser Marking,ID0998,2012-01-09 14:32:00,2012-01-09 15:47:00
Case219,Round Grinding,ID4385,2012-01-09 15:13:00,2012-01-09 16:03:00
Case219,Round Grinding,ID4355,2012-01-09 16:08:00,2012-01-09 18:27:00
Case230,Turning & Milling,ID4932,2012-01-09 16:11:00,2012-01-09 17:36:00
Case208,Turning & Milling,ID3846,2012-01-09 16:18:00,2012-01-09 17:44:00
Case232,Lapping,ID4528,2012-01-09 16:29:00,2012-01-09 17:14:00
Case244,Lapping,ID4528,2012-01-09 17:15:00,2012-01-09 17:49:00
Case244,Start,Start,2012-01-09 17:15:00,2012-01-09 17:15:00
Case219,Round Grinding,ID4355,2012-01-09 18:27:00,2012-01-09 23:44:00
Case230,Turning & Milling,ID4718,2012-01-09 20:01:00,2012-01-09 23:51:00
Case208,Turning & Milling,ID4641,2012-01-09 20:42:00,2012-01-10 06:38:00
Case210,Round Grinding,ID4872,2012-01-09 23:07:00,2012-01-09 23:41:00
Case219,Round Grinding,ID4445,2012-01-09 23:45:00,2012-01-10 05:19:00
Case190,Start,Start,2012-01-10 00:00:00,2012-01-10 00:00:00
Case203,Lapping,ID4882,2012-01-10 00:00:00,2012-01-10 01:15:00
Case207,Turning & Milling,ID4429,2012-01-10 00:00:00,2012-01-10 01:15:00
Case190,Packing,ID4820,2012-01-10 00:00:00,2012-01-10 01:00:00
Case248,Lapping,ID4882,2012-01-10 00:00:00,2012-01-10 01:15:00
Case207,Turning & Milling,ID4529,2012-01-10 01:00:00,2012-01-10 03:00:00
Case207,Turning & Milling,ID4529,2012-01-10 03:00:00,2012-01-10 06:30:00
Case244,Lapping,ID4528,2012-01-10 06:57:00,2012-01-10 08:12:00
Case250,Final Inspection Q.C.,ID4163,2012-01-10 07:00:00,2012-01-10 08:40:00
Case250,Final Inspection Q.C.,ID4163,2012-01-10 07:00:00,2012-01-10 08:40:00
Case207,Turning & Milling,ID4794,2012-01-10 07:00:00,2012-01-10 15:59:00
Case251,Turning & Milling Q.C.,ID4163,2012-01-10 07:00:00,2012-01-10 08:21:00
Case248,Turning & Milling Q.C.,ID4493,2012-01-10 07:10:00,2012-01-10 08:10:00
Case208,Turning & Milling,ID4132,2012-01-10 07:18:00,2012-01-10 09:30:00
Case155,Laser Marking,ID4882,2012-01-10 07:51:00,2012-01-10 08:12:00
Case233,Turning & Milling Q.C.,ID4287,2012-01-10 08:09:00,2012-01-10 08:40:00
Case244,Round Grinding,ID4528,2012-01-10 08:12:00,2012-01-10 09:50:00
Case269,Turning & Milling,ID0997,2012-01-10 08:19:00,2012-01-10 14:47:00
Case250,Final Inspection Q.C.,ID4163,2012-01-10 08:21:00,2012-01-10 08:40:00
Case210,Final Inspection Q.C.,ID4618,2012-01-10 08:21:00,2012-01-10 13:36:00
Case155,Laser Marking,ID0998,2012-01-10 08:25:00,2012-01-10 09:10:00
Case250,Final Inspection Q.C.,ID4163,2012-01-10 09:00:00,2012-01-10 12:50:00
Case251,Laser Marking,ID0998,2012-01-10 09:10:00,2012-01-10 09:22:00
Case155,Lapping,ID4882,2012-01-10 09:15:00,2012-01-10 10:33:00
Case255,Laser Marking,ID0998,2012-01-10 09:22:00,2012-01-10 10:07:00
Case244,Round Grinding,ID4528,2012-01-10 09:51:00,2012-01-10 15:55:00
Case208,Turning & Milling Q.C.,ID4493,2012-01-10 10:00:00,2012-01-10 16:00:00
Case233,Lapping,ID0998,2012-01-10 10:12:00,2012-01-10 10:37:00
Case194,Start,Start,2012-01-10 10:14:00,2012-01-10 10:14:00
Case194,Turning & Milling,ID4132,2012-01-10 10:14:00,2012-01-10 10:54:00
Case253,Laser Marking,ID0998,2012-01-10 10:37:00,2012-01-10 10:54:00
Case253,Lapping,ID0998,2012-01-10 10:54:00,2012-01-10 13:14:00
Case203,Flat Grinding,ID0998,2012-01-10 11:32:00,2012-01-10 11:58:00
Case253,Lapping,ID0998,2012-01-10 11:59:00,2012-01-10 13:25:00
Case253,Flat Grinding,ID0998,2012-01-10 11:59:00,2012-01-10 11:59:00
Case269,Turning & Milling Q.C.,ID4287,2012-01-10 13:20:00,2012-01-10 15:56:00
Case250,Final Inspection Q.C.,ID4163,2012-01-10 13:20:00,2012-01-10 14:50:00
Case248,Laser Marking,ID0998,2012-01-10 13:24:00,2012-01-10 14:33:00
Case187,Round Grinding,ID4385,2012-01-10 13:25:00,2012-01-10 15:49:00
Case269,Turning & Milling,ID0997,2012-01-10 13:32:00,2012-01-10 16:04:00
Case155,Final Inspection Q.C.,ID4618,2012-01-10 13:36:00,2012-01-10 15:14:00
Case190,Final Inspection Q.C.,ID4493,2012-01-10 14:30:00,2012-01-10 15:45:00
Case248,Flat Grinding,ID0998,2012-01-10 14:33:00,2012-01-10 15:48:00
Case248,Flat Grinding,ID0998,2012-01-10 14:34:00,2012-01-10 17:33:00
Case251,Turning & Milling Q.C.,ID4163,2012-01-10 14:50:00,2012-01-10 16:10:00
Case250,Final Inspection Q.C.,ID4163,2012-01-10 15:00:00,2012-01-10 18:00:00
